Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Symdeko,Tezacaftor/IVacaftor,1,Vertex Pharmace,102650903.5,251792,4294,716,407.68135405,23905.659874,143367.18366,0,156904007.26,381892,6634,844,410.85963377,23651.493407,185905.22187,0,19674857.27,47936,818,169,410.44011328,24052.392751,116419.27379,0,13349210.23,31652,535,75,421.7493438,24951.794822,177989.46973,0,13211860.05,29400,501,65,449.32269657,26370.978144,203259.38538,0,0.0653785315,0.0246118562
Symfi,Efavirenz/Lamivu/Tenofov Disop,1,Overall,1351913.53,24600,413,183,54.955834553,3273.3983777,7387.5056284,0,3966324.4,71520,1273,265,55.457555928,3115.7300864,14967.261887,0,3884952.75,72130,1199,246,53.860429086,3240.160759,15792.490854,0,2167283.81,56250,843,211,38.529489956,2570.9179241,10271.487251,0,1565258.32,40780,556,157,38.382989701,2815.2128058,9969.7982166,0,-0.003802289,-0.085820985
Symfi,Efavirenz/Lamivu/Tenofov Disop,1,Mylan Specialty,1351913.53,24600,413,183,54.955834553,3273.3983777,7387.5056284,0,3966324.4,71520,1273,265,55.457555928,3115.7300864,14967.261887,0,3884952.75,72130,1199,246,53.860429086,3240.160759,15792.490854,0,2167283.81,56250,843,211,38.529489956,2570.9179241,10271.487251,0,1565258.32,40780,556,157,38.382989701,2815.2128058,9969.7982166,0,-0.003802289,-0.085820985
Symfi Lo,Efavirenz/Lamivu/Tenofov Disop,1,Overall,40595.2,720,20,,56.382222222,2029.76,,1,382220.29,6840,189,33,55.880159357,2022.3295767,11582.43303,0,462759.98,8428,225,34,54.90744898,2056.7110222,13610.587647,0,236943.07,4650,129,18,50.955498925,1836.7679845,13163.503889,1,129278.32,2880,61,,44.888305556,2119.3167213,,0,-0.119068471,-0.055400403
Symfi Lo,Efavirenz/Lamivu/Tenofov Disop,1,Mylan Specialty,40595.2,720,20,,56.382222222,2029.76,,1,382220.29,6840,189,33,55.880159357,2022.3295767,11582.43303,0,462759.98,8428,225,34,54.90744898,2056.7110222,13610.587647,0,236943.07,4650,129,18,50.955498925,1836.7679845,13163.503889,1,129278.32,2880,61,,44.888305556,2119.3167213,,0,-0.119068471,-0.055400403
Symjepi,Epinephrine,1,Overall,,,,,,,,,,,,164,,,,,,,,323,,,,,128025.13,991,536,512,129.18831099,238.85285448,250.04908203,0,26992.35,210,105,90,128.535,257.07,299.915,0,-0.005057044,-0.005057044
Symjepi,Epinephrine,1,"Uswm, LLC, D.B.",,,,,,,,,,,,,,,,,,,,,,,,,128025.13,991,536,488,129.18831099,238.85285448,262.34657787,0,26992.35,210,105,90,128.535,257.07,299.915,0,-0.005057044,-0.005057044
Symlinpen 120,Pramlintide Acetate,1,Overall,8669663.46,44558.1,4312,813,194.56986407,2010.5898562,10663.792694,0,6499676.93,32375.7,3082,575,200.75788107,2108.915292,11303.785965,0,5690833.43,27885.6,2568,444,204.07785488,2216.0566316,12817.19241,0,4208121.85,20177.1,1934,359,208.5592999,2175.8644519,11721.787883,0,3190360.53,14709.6,1413,264,216.88968633,2257.8630786,12084.698977,0,0.0399425316,0.0275212951
Symlinpen 120,Pramlintide Acetate,1,Astrazeneca,8669663.46,44558.1,4312,813,194.56986407,2010.5898562,10663.792694,0,6499676.93,32375.7,3082,575,200.75788107,2108.915292,11303.785965,0,5690833.43,27885.6,2568,444,204.07785488,2216.0566316,12817.19241,0,4208121.85,20177.1,1934,359,208.5592999,2175.8644519,11721.787883,0,3190360.53,14709.6,1413,264,216.88968633,2257.8630786,12084.698977,0,0.0399425316,0.0275212951
Symlinpen 60,Pramlintide Acetate,1,Overall,3197515.32,10813.5,2062,505,295.69661257,1550.6863822,6331.713505,0,2669387.33,8713.5,1682,387,306.35075802,1587.0317063,6897.6416796,0,2194533.03,7086,1309,302,309.69983489,1676.4958212,7266.6656623,0,1955777.25,6141,1180,286,318.47862726,1657.4383475,6838.381993,0,1556624.27,4716,938,241,330.07300042,1659.5141471,6459.0218672,0,0.0364054984,0.0278764429
Symlinpen 60,Pramlintide Acetate,1,Astrazeneca,3197515.32,10813.5,2062,505,295.69661257,1550.6863822,6331.713505,0,2669387.33,8713.5,1682,387,306.35075802,1587.0317063,6897.6416796,0,2194533.03,7086,1309,302,309.69983489,1676.4958212,7266.6656623,0,1955777.25,6141,1180,286,318.47862726,1657.4383475,6838.381993,0,1556624.27,4716,938,241,330.07300042,1659.5141471,6459.0218672,0,0.0364054984,0.0278764429
Sympazan,Clobazam,1,Overall,,,,,,,,,431699.04,15372,301,84,27.2232129,1434.2160797,5139.2742857,0,1203742.15,37708,699,113,31.475396434,1722.091774,10652.585398,0,1594938.51,48082,901,147,32.819031457,1770.1870255,10849.921837,0,2235180.89,62788,1152,163,36.846490841,1940.2611892,13712.766196,0,0.122717192,0.1061624656
Sympazan,Clobazam,1,Aquestive/Otter,,,,,,,,,431699.04,15372,301,84,27.2232129,1434.2160797,5139.2742857,0,1203742.15,37708,699,113,31.475396434,1722.091774,10652.585398,0,1594938.51,48082,901,147,32.819031457,1770.1870255,10849.921837,0,2235180.89,62788,1152,163,36.846490841,1940.2611892,13712.766196,0,0.122717192,0.1061624656
Symproic,Naldemedine Tosylate,1,Overall,,,,4217,,,,,3664451.06,301060,9030,6461,12.171829735,405.80853378,567.16468968,0,8602454.97,672440,20158,5232,12.792895976,426.75141234,1644.2001089,0,10478629.73,771615,22776,5672,13.580127045,460.07331094,1847.4311936,0,12094634.18,836716,24378,5521,14.454885744,496.12905817,2190.660058,0,0.0644146182,0.058976359
Symproic,Naldemedine Tosylate,1,Biodelivery Sci,,,,,,,,,3664451.06,301060,9030,3730,12.171829735,405.80853378,982.42655764,0,8602454.97,672440,20158,5090,12.792895976,426.75141234,1690.0697387,0,10478629.73,771615,22776,5672,13.580127045,460.07331094,1847.4311936,0,12094634.18,836716,24378,5521,14.454885744,496.12905817,2190.660058,0,0.0644146182,0.058976359
Symtuza,Darunavir/Cob/Emtri/Tenof Alaf,1,Overall,22693523.58,192903,6302,2499,117.64214958,3601.0034243,9081.0418487,0,216552510.73,1712933,55731,7876,126.42205546,3885.6742339,27495.240062,0,336497871.45,2538200,81073,9464,132.57342662,4150.5540864,35555.565453,0,385325868.32,2738428,88793,10392,140.71060781,4339.5973593,37079.086636,0,429047549.58,2870308,92564,10798,149.47787819,4635.1448682,39733.983106,0,0.0623071033,0.061704097
Symtuza,Darunavir/Cob/Emtri/Tenof Alaf,1,Janssen Product,22693523.58,192903,6302,2499,117.64214958,3601.0034243,9081.0418487,0,216552510.73,1712933,55731,7876,126.42205546,3885.6742339,27495.240062,0,336497871.45,2538200,81073,9464,132.57342662,4150.5540864,35555.565453,0,385325868.32,2738428,88793,10392,140.71060781,4339.5973593,37079.086636,0,429047549.58,2870308,92564,10798,149.47787819,4635.1448682,39733.983106,0,0.0623071033,0.061704097
Synagis,Palivizumab,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129406.75,38.5,24,,3439.3892563,5391.9479167,,1,,
Synagis,Palivizumab,1,Sobi-Swedish Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129406.75,38.5,24,,3439.3892563,5391.9479167,,1,,
Synalar,Fluocinolone Acetonide,1,Overall,36943.43,9720,91,81,3.9258483531,405.97175824,456.0917284,0,31418.19,8160,72,58,4.0364958749,436.36375,541.69293103,1,26597.65,6360,56,54,4.2188703791,474.95803571,492.54907407,1,20179.78,4680,46,38,4.4924275362,438.69086957,531.04684211,1,8330.69,1800,15,11,4.6281611111,555.37933333,757.33545455,1,0.0302138596,0.0420024432
Synalar,Fluocinolone Acetonide,1,Medimetriks Pha,36943.43,9720,91,81,3.9258483531,405.97175824,456.0917284,0,31418.19,8160,72,58,4.0364958749,436.36375,541.69293103,1,26597.65,6360,56,54,4.2188703791,474.95803571,492.54907407,1,20179.78,4680,46,38,4.4924275362,438.69086957,531.04684211,1,8330.69,1800,15,11,4.6281611111,555.37933333,757.33545455,1,0.0302138596,0.0420024432
Synarel,Nafarelin Acetate,1,Overall,196595.63,560,47,11,351.063625,4182.8857447,17872.33,0,286001.15,800,80,19,357.5014375,3575.014375,15052.692105,0,364739.78,1032,74,19,353.43001938,4928.9159459,19196.830526,0,259541.88,728,63,16,356.51357143,4119.712381,16221.3675,0,211702.44,560,58,16,378.04007143,3650.042069,13231.4025,0,0.0603805906,0.018680519
Synarel,Nafarelin Acetate,1,Pharmaci/Pfizer,196595.63,560,47,11,351.063625,4182.8857447,17872.33,0,286001.15,800,80,19,357.5014375,3575.014375,15052.692105,0,364739.78,1032,74,19,353.43001938,4928.9159459,19196.830526,0,259541.88,728,63,16,356.51357143,4119.712381,16221.3675,0,211702.44,560,58,16,378.04007143,3650.042069,13231.4025,0,0.0603805906,0.018680519
Synera,Lidocaine/Tetracaine,1,Overall,115301.06,7028,152,99,16.405956175,758.55960526,1164.6571717,0,39467.93,2340,73,39,16.866636752,540.65657534,1011.9982051,0,24038.67,1413,39,21,17.012505308,616.37615385,1144.6985714,0,26084.69,1517,52,28,17.194917601,501.62865385,931.59607143,0,17839.7,1000,51,19,17.8397,349.79803922,938.93157895,0,0.0374984292,0.021166361
Synera,Lidocaine/Tetracaine,1,Galen US/Nexus,115301.06,7028,152,99,16.405956175,758.55960526,1164.6571717,0,39467.93,2340,73,39,16.866636752,540.65657534,1011.9982051,0,24038.67,1413,39,21,17.012505308,616.37615385,1144.6985714,0,26084.69,1517,52,28,17.194917601,501.62865385,931.59607143,0,17839.7,1000,51,19,17.8397,349.79803922,938.93157895,0,0.0374984292,0.021166361
Synjardy,Empagliflozin/Metformin HCl,1,Overall,21401213.94,2756315,32473,7669,7.7647733356,659.04640594,2790.6133707,0,44819773.24,5427782,60808,13996,8.2576689067,737.07034009,3202.327325,0,65861974.26,7498242,80720,17621,8.783733651,815.93129658,3737.6978753,0,94402569.71,10062911,105016,23597,9.380896161,898.93511189,4000.6174391,0,126415037.95,12845583,130200,29330,9.8401987362,970.92963095,4310.0933498,0,0.0489614816,0.0610082767
Synjardy,Empagliflozin/Metformin HCl,1,Boehringer Ing.,21401213.94,2756315,32473,7669,7.7647733356,659.04640594,2790.6133707,0,44819773.24,5427782,60808,13996,8.2576689067,737.07034009,3202.327325,0,65861974.26,7498242,80720,17621,8.783733651,815.93129658,3737.6978753,0,94402569.71,10062911,105016,23597,9.380896161,898.93511189,4000.6174391,0,126415037.95,12845583,130200,29330,9.8401987362,970.92963095,4310.0933498,0,0.0489614816,0.0610082767
Synjardy XR,Empagliflozin/Metformin HCl,1,Overall,13996937.54,1384186,20987,5945,11.13690135,666.93369896,2354.4049689,0,48870128.95,4641701,64960,16313,11.536402391,752.31109837,2995.7781493,0,89479916.55,7980008,106841,24248,12.289763792,837.50541974,3690.1978122,0,142731071.31,11837763,152660,35523,13.239208747,934.96050904,4017.990353,0,206951664.21,16245206,202183,47124,14.024020981,1023.5858812,4391.6404424,0,0.0592793911,0.0593196906
Synjardy XR,Empagliflozin/Metformin HCl,1,Boehringer Ing.,13996937.54,1384186,20987,5945,11.13690135,666.93369896,2354.4049689,0,48870128.95,4641701,64960,16313,11.536402391,752.31109837,2995.7781493,0,89479916.55,7980008,106841,24248,12.289763792,837.50541974,3690.1978122,0,142731071.31,11837763,152660,35523,13.239208747,934.96050904,4017.990353,0,206951664.21,16245206,202183,47124,14.024020981,1023.5858812,4391.6404424,0,0.0592793911,0.0593196906
Synribo,Omacetaxine Mepesuccinate,1,Overall,3137087.21,3016,405,48,1040.1482792,7745.8943457,65355.983542,0,2360788.87,2174,342,45,1085.9194434,6902.8914327,52461.974889,0,2189719.74,1846,323,32,1186.1970423,6779.3180805,68428.741875,0,1276211.78,1105.478,180,21,1154.4433991,7090.0654444,60771.989524,0,1060317.87,856.508,180,19,1237.9544266,5890.6548333,55806.203684,0,0.0723387803,0.0444853443
Synribo,Omacetaxine Mepesuccinate,1,"Cephalon,Inc.-T",3137087.21,3016,405,48,1040.1482792,7745.8943457,65355.983542,0,2360788.87,2174,342,45,1085.9194434,6902.8914327,52461.974889,0,2189719.74,1846,323,32,1186.1970423,6779.3180805,68428.741875,0,1276211.78,1105.478,180,21,1154.4433991,7090.0654444,60771.989524,0,1060317.87,856.508,180,19,1237.9544266,5890.6548333,55806.203684,0,0.0723387803,0.0444853443
Synthroid,Levothyroxine Sodium,1,Overall,289424700.54,324407686.96,5250339,1063132,0.8926901565,55.124954891,272.23778472,0,306541621.01,328399574.33,5139352,1062955,0.9337094658,59.645967237,288.38626377,0,327297973.32,344963271.08,5162510,1082419,0.9489940178,63.399000354,302.37641183,0,343569696.63,341434871.46,5000892,1086495,1.0063177157,68.701682946,316.21838723,0,353232968.55,338455581.87,4880489,1083123,1.0437537209,72.376552544,326.12452007,0,0.03720098,0.0398586832
Synthroid,Levothyroxine Sodium,1,Abbvie US LLC,289424700.54,324407686.96,5250339,1063132,0.8926901565,55.124954891,272.23778472,0,306541621.01,328399574.33,5139352,1062955,0.9337094658,59.645967237,288.38626377,0,327297973.32,344963271.08,5162510,1082419,0.9489940178,63.399000354,302.37641183,0,343569696.63,341434871.46,5000892,1086495,1.0063177157,68.701682946,316.21838723,0,353232968.55,338455581.87,4880489,1083123,1.0437537209,72.376552544,326.12452007,0,0.03720098,0.0398586832
Syprine,Trientine HCl,1,Overall,7959439.68,36789,353,74,216.35379271,22547.987762,107559.99568,0,2956834.12,13658,113,26,216.49100308,26166.673628,113724.38923,0,2666049.08,13260,90,12,201.0595083,29622.767556,222170.75667,0,766879.07,4470,47,,171.5613132,16316.575957,,1,617408.3,3357,36,,183.91668156,17150.230556,,1,0.0720172172,-0.039794582
Syprine,Trientine HCl,1,Bausch Health U,7959439.68,36789,353,74,216.35379271,22547.987762,107559.99568,0,2956834.12,13658,113,26,216.49100308,26166.673628,113724.38923,0,2666049.08,13260,90,12,201.0595083,29622.767556,222170.75667,0,766879.07,4470,47,,171.5613132,16316.575957,,1,617408.3,3357,36,,183.91668156,17150.230556,,1,0.0720172172,-0.039794582
Tabloid,Thioguanine,2,Overall,198190.85,7564,257,68,26.201857483,771.17062257,2914.5713235,0,145340.74,5626,180,47,25.833761109,807.44855556,3092.3561702,0,167677.82,6378,189,42,26.290031358,887.1842328,3992.3290476,0,180172.24,6722,170,49,26.803368045,1059.8367059,3676.9844898,0,339090.18,4364,127,27,67.5358754,2670.0014173,12558.895556,1,1.5196786943,0.2670700145
Tabloid,Thioguanine,1,Woodward Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230292.11,926,21,13,248.69558315,10966.290952,17714.777692,1,,
Tabloid,Thioguanine,1,Prasco/Woodward,198190.85,7564,257,68,26.201857483,771.17062257,2914.5713235,0,145340.74,5626,180,47,25.833761109,807.44855556,3092.3561702,0,167677.82,6378,189,42,26.290031358,887.1842328,3992.3290476,0,180172.24,6722,170,49,26.803368045,1059.8367059,3676.9844898,0,108798.07,3438,106,26,31.645744619,1026.3968868,4184.5411538,1,0.1806629885,0.0483246788
Tabrecta,Capmatinib Hydrochloride,1,Overall,,,,,,,,,,,,,,,,,17063604.91,103864,976,319,164.27723761,17483.201752,53490.924483,0,50107244.39,289058,2860,651,173.34688694,17520.015521,76969.653441,0,70283871.62,380817,3922,780,184.5578371,17920.416017,90107.527718,0,0.0646735015,0.0599308926
Tabrecta,Capmatinib Hydrochloride,1,Novartis,,,,,,,,,,,,,,,,,17063604.91,103864,976,319,164.27723761,17483.201752,53490.924483,0,50107244.39,289058,2860,651,173.34688694,17520.015521,76969.653441,0,70283871.62,380817,3922,780,184.5578371,17920.416017,90107.527718,0,0.0646735015,0.0599308926
Taclonex,Calcipotriene/Betamethasone,1,Overall,7294035.65,446126,5019,2866,16.373661421,1453.2846483,2545.0229065,0,5885702.6,335940,3962,2281,17.544223175,1485.5382635,2580.3167909,0,2216474.85,123850,1362,739,17.939746307,1627.3677313,2999.2893775,0,1105653.7,59160,645,284,18.735522432,1714.1917829,3893.146831,0,651830.43,33720,386,143,19.338545835,1688.6798705,4558.2547552,0,0.0321861002,0.0424842495
Taclonex,Calcipotriene/Betamethasone,1,Leo Pharma Inc.,7294035.65,446126,5019,2866,16.373661421,1453.2846483,2545.0229065,0,5885702.6,335940,3962,2281,17.544223175,1485.5382635,2580.3167909,0,2216474.85,123850,1362,739,17.939746307,1627.3677313,2999.2893775,0,1105653.7,59160,645,284,18.735522432,1714.1917829,3893.146831,0,651830.43,33720,386,143,19.338545835,1688.6798705,4558.2547552,0,0.0321861002,0.0424842495
Tacrolimus*,Tacrolimus,20,Overall,62716332.85,37953894.499,309099,92088,2.3542708009,202.90047153,681.04783305,0,75861805.88,45786230.841,377014,119454,2.2611059832,201.21747702,635.07129004,0,104571791.79,55796088.2,448741,133950,2.3806621433,233.03373614,780.67780358,0,101853072.21,57742745.92,468354,155736,2.2782051241,217.47027293,654.01109705,0,107091227.54,58866488.231,491802,172443,2.367477564,217.75272882,621.02391828,0,0.0391854267,0.0013994855
Tacrolimus*,Tacrolimus,1,AHP,1772.3,2223,29,,0.7455542719,61.113793103,,1,44797.98,50721,426,258,0.8974826345,105.15957746,173.6355814,0,173565.2,124374,959,508,1.420466153,180.98561001,341.66377953,0,30994.28,22966,207,91,1.4588393493,149.73082126,340.59648352,0,4893.63,4840,51,21,1.0168755767,95.953529412,233.03,0,-0.302955752,0.0806800604
Tacrolimus*,Tacrolimus,1,Glenmark Pharma*,2565504.9,509641,9188,6802,5.0339452674,279.22343274,377.16920024,0,9667609.28,2034820,35522,23546,4.7510881945,272.15836045,410.58393273,0,13736834.44,3087717,52459,34132,4.4488644652,261.85848834,402.46204266,0,18522843.27,5895945,76759,48414,3.6481691316,241.31168032,382.59270604,0,23404309.58,9391980,93931,51292,3.1359480432,249.16491446,456.29551548,0,-0.140404973,-0.111586617
Tacrolimus*,Tacrolimus,1,Fougera/Sandoz,13290367.3,2546689.7,42264,26421,5.1909298711,314.46070651,503.02287196,0,12405201.55,2626690.05,42284,27197,4.7202188922,293.37814658,456.12389418,0,8401048.16,1885997,32350,19257,4.4500261709,259.69236971,436.25944644,0,8253514.05,2019248,35217,21102,4.0873373698,234.36164494,391.12472988,0,11042711.7,2625955,44172,25998,4.2049435804,249.99347324,424.75235403,0,0.0287733064,-0.051300323
Tacrolimus*,Tacrolimus,1,Biocon Pharma I,,,,,,,,,,,,,,,,,,,,,,,,,2081540.49,1489090,10100,3310,1.422588782,206.09311782,628.86419637,0,3519812.94,2422902,17070,4393,1.4624951257,206.19876626,801.23217391,0,0.0280519179,0.0280519179
Tacrolimus*,Tacrolimus,1,Bionpharma Inc.,1497710.28,1409903,9535,2124,1.1006813655,157.07501626,705.13666667,0,647137.43,655449,4723,1909,1.0740593405,137.01829981,338.99289157,0,32480.42,31494,231,133,1.2105412551,140.60787879,244.21368421,0,27558.05,12802,96,24,2.4006260813,287.06302083,1148.2520833,0,3880.88,1504,20,,2.6024145843,194.044,,1,0.0840566153,0.2400200791
Tacrolimus*,Tacrolimus,1,Mylan,171100.99,177666,1251,403,0.9370147108,136.7713749,424.5682134,0,593277.91,528069,3816,2015,1.2109884243,155.47115042,294.43072457,0,1760419.07,1212066,9086,4284,1.5411585723,193.75072309,410.9288212,0,547007.2,378348,2947,1128,1.4964127893,185.61493044,484.93546099,0,380438.58,306941.6,2355,645,1.2535245468,161.54504459,589.82725581,0,-0.162313664,0.0754658102
Tacrolimus*,Tacrolimus,1,Major Pharmaceu,4718.78,2962,30,18,1.5135664768,157.29266667,262.15444444,1,163712.5,170594,1267,884,1.0573255659,129.21270718,185.19513575,0,251656.4,140612,1397,882,2.0231052792,180.14058697,285.32471655,0,80236.36,50492,491,264,1.9114832685,163.41417515,303.92560606,0,34011.66,40160,358,177,0.9437124498,95.004636872,192.15627119,0,-0.506293115,-0.111393377
Tacrolimus*,Tacrolimus,1,Accord Healthca*,17954978.2,17920939.099,119900,22347,1.0123891339,149.74960967,803.46257663,0,21255731.07,19463925.091,132056,31401,1.1692592021,160.95997963,676.91255278,0,25530400.39,15230975.7,119891,43746,2.1082312127,212.94676323,583.60536712,0,28733349.14,15757954.02,133768,51709,2.314682848,214.79987097,555.67404398,0,35414711.18,18559539.572,156986,58995,2.4698298437,225.59152523,600.30021493,0,0.0670273233,0.2497694079
Tacrolimus*,Tacrolimus,1,Strides Pharma,61953.22,57607,366,176,1.1279594499,169.2710929,352.00693182,0,1970059.89,1656260,10176,4716,1.190440355,193.59865271,417.73958651,0,8621780.07,5860244,33934,12045,1.4733640822,254.07497112,715.79743213,0,10943626.63,6853300,37604,13053,1.6081744219,291.02293985,838.39934345,0,2942420.94,1909978,11278,4234,1.6413425293,260.89917893,694.95062352,0,0.0206246952,0.0983137836
Tacrolimus*,Tacrolimus,1,Kremers/Lannett,18004.28,15714,143,32,1.1585643342,125.90405594,562.63375,0,19141.96,14237,104,30,1.3323340343,184.05730769,638.06533333,0,11233.18,5010,41,16,2.1494184824,273.98,702.07375,1,5092.32,2523,22,,2.0411157924,231.46909091,,1,4665.52,2028,18,,1.9987169312,259.19555556,,1,-0.020772394,0.1460611326
Tacrolimus*,Tacrolimus,1,Sandoz,4723581.87,5098942.1,34222,9662,0.9234898336,138.02763924,488.88241254,0,11004869.37,10507568.7,69675,18930,1.044665951,157.94573907,581.34545008,0,31378206.67,20384679,134918,30650,1.5432712476,232.57242673,1023.7587821,0,19907949.78,16864748.9,104821,24170,1.2000711405,189.92329571,823.6636235,0,19803017.2,16840445.589,100425,21520,1.1905053744,197.19210555,920.2145539,0,-0.007970999,0.065552397
Tacrolimus*,Tacrolimus,1,"Bpi Labs, LLC",,,,,,,,,,,,,,,,,1184280.22,597149,3179,1880,1.983223986,372.53231205,629.93628723,0,370345.58,199649,1200,682,1.8549833959,308.62131667,543.02870968,0,115158.29,68232,443,189,1.6877460722,259.95099323,609.30312169,0,-0.090155698,-0.077497249
Tacrolimus*,Tacrolimus,1,Perrigo/Padagis,14289127.26,2664730,46007,29847,5.3624658106,310.58593823,478.74584581,0,12942934.4,2863344,44871,27690,4.4682401795,288.4476477,467.42269411,0,7195270.21,1569261,24614,14052,4.5852951722,292.32429552,512.04598705,0,4703947.13,1520567,24819,14425,3.0883281462,189.530083,326.09685477,0,5534494.89,2019699,34362,21090,2.7326025505,161.06439934,262.42270697,0,-0.115183873,-0.155104527
Tacrolimus*,Tacrolimus,1,Ascend Laborato,,,,,,,,,,,,,,,,,6511.84,4569,30,28,1.4169352937,217.06133333,232.56571429,1,2059459.37,2183407,13760,3658,0.9436482557,149.67001235,563.00146802,0,2324904.14,2922938,18063,4804,0.8101674932,128.71085313,483.95173605,0,-0.141451819,-0.243842267
Tacrolimus*,Tacrolimus,1,Mayne Pharma In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270189.08,71360,1106,865,3.7862819507,244.29392405,312.35731792,0,,
Tacrolimus*,Tacrolimus,1,Dr.Reddy'S Lab,8121409.81,7535916.6,46066,9602,1.0834414438,176.29943581,845.80397938,0,5019756.96,5112924,31449,9497,1.010549132,159.61578937,528.56238391,0,5913528.79,5391113.5,33810,10029,1.1748881108,174.90472612,589.64291455,0,4361088.1,3626011,20983,6700,1.2725996839,207.83911261,650.90867164,0,859959.3,722636.8,4666,2075,1.2449508852,184.3033219,414.43821687,0,-0.021726234,0.0353488216
Tacrolimus*,Tacrolimus,1,Northstar Rx Ll,,,,,,,,,,,,,,,,,,,,,,,,,632555.59,445468,2963,1257,1.4801743621,213.48484306,503.22640414,0,980045.67,642466.67,4419,1424,1.6612271874,221.77996606,688.23431882,0,0.1223185795,0.1223185795
Tacrolimus*,Tacrolimus,1,Mylan Instituti,16103.66,10961,98,42,1.41590405,164.32306122,383.42047619,0,127575.58,101629,645,487,1.5076055801,197.7915969,261.96217659,0,334071.27,236641,1707,1041,1.3654806626,195.70666081,320.91380403,0,101365.85,61454,448,239,1.6708348614,226.26305804,424.1248954,0,23391.12,14451,115,55,1.5724880844,203.40104348,425.29309091,0,-0.05886086,0.0265695658
Tacrolimus*,Tacrolimus,1,Teva USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7765.26,1710,28,22,4.4748177239,277.33071429,352.96636364,1,,
Tacrolimus*,Tacrolimus,1,Lupin Pharmaceu,,,,,,,,,,,,,,,,,40505.46,34186,135,131,1.2334806294,300.04044444,309.20198473,0,490599.02,358773,2149,1070,1.4634532035,228.29177292,458.50375701,0,420445.98,296721,1936,723,1.5045304365,217.17251033,581.52970954,0,0.0280687027,0.104420151
Tadalafil,Tadalafil,23,Overall,66069237.57,2679913,55667,29492,22.618608255,1186.8654242,2240.2426953,0,158399203.36,13022332.097,272296,58286,13.370868752,581.71696742,2717.6200693,0,94859366.11,13789324.822,278247,57729,6.7755205093,340.91783958,1643.1839476,0,103132140.6,13720371.63,274055,59582,8.07707045,376.31913521,1730.9278071,0,103423713.73,14620410.999,289882,65301,7.4312296272,356.77866763,1583.7998458,0,-0.079959786,-0.242907924
Tadalafil,Tadalafil,1,Northstar Rx Ll,,,,,,,,,,,,,,,,,175155.21,54067,1209,1021,3.5516621054,144.87610422,171.55260529,0,1671117.69,536054,15323,5026,4.5478208254,109.05943288,332.49456626,0,1436349.72,424828,15325,4383,4.8718355955,93.725919739,327.70926762,0,0.07124616,0.1711984564
Tadalafil,Tadalafil,1,Torrent Pharmac,,,,,,,,,914237.72,127169,2667,978,6.554505574,342.79629546,934.80339468,0,5558706.82,474724,8691,2594,10.82646593,639.5934668,2142.9093369,0,7202963.12,899376,14315,4009,8.0242513527,503.17590779,1796.698209,0,6792116.04,1059505,17826,5161,7.0424174392,381.02300236,1316.0465104,0,-0.12235832,0.024221628
Tadalafil,Tadalafil,1,Sun Pharma Glob,,,,,,,,,74159.73,20552,582,289,4.7868080742,127.42221649,256.60806228,0,958670.92,385388,9757,5072,3.0586280906,98.254680742,189.01240536,1,666398.34,236095,6190,2466,4.9434344143,107.65724394,270.23452555,1,202096.06,71567,1748,750,3.1768788592,115.61559497,269.46141333,0,-0.357353898,-0.127728774
